schema_version,shortcode,item_type,post_url,author_handle,saved_collection,caption_text,likes_count,comments_count,published_at,audio_title,audio_original_or_trending,data_quality,data_quality_reason,engagement_proxy,trend_age_days,priority_flag,shortlist_flag,parsed_at
1.0,C4Xj9uSN2Bc,post,https://www.instagram.com/p/C4Xj9uSN2Bc/,p,Instagram,"Ну что тут еще сказать, кроме того, что если ты еще не испытал подобных эмоций от консультации с Жопкиным-Доктором, то не упускай эту возможность. Бегом по ссылке в шапке профиля записываться очно или онлайн к самому заботливому врачу. Всегда ваш, Жопкин-Доктор 🍑"".",2654,103,,"Булаев Вячеслав • ПРОКТОЛОГ в Instagram : ""Ну что тут еще сказать, кроме того, что если ты еще не испытал подобных эмоций от консультации с Жопкиным-Доктором, то не упускай эту возможность.
Бегом по ссылке в шапке профиля записываться очно или онлайн к самому заботливому врачу.
Всегда ваш, Жопкин-Доктор 🍑""",trending_or_other,partial,some_fields_missing,2881,,watch,no,2026-03-16T14:17:10.147Z
1.0,C7zIKMsNZEZ,post,https://www.instagram.com/p/C7zIKMsNZEZ/,p,Instagram,"Именно классная и качественная посуда вдохновляет меня на готовку 🧑‍🍳"".",10000,79,,"Юля и София 👩‍👧 в Instagram : ""Именно классная и качественная посуда вдохновляет меня на готовку 🧑‍🍳""",trending_or_other,partial,some_fields_missing,10174,,watch,no,2026-03-16T14:17:10.827Z
1.0,C7y0h0YibwX,post,https://www.instagram.com/p/C7y0h0YibwX/,p,Instagram,"Бабушка Оля — бабушка креативного директора нашего бренда Лены 💗 Лена: «Моя бабушка — моя большая любовь! Она очень деятельная, что иногда приходится заставлять её отдыхать. Шитье и вязание для неё как медитация и когда она нервничает или не спит — садится вязать. Пока я была студенткой, бабушка постоянно дарила мне веселенькие шапки и свитера. Было грустно носить их только дома. Теперь я сама придумываю дизайны своей бабуле и даже обучаю её новым фишкам в вязании. Теперь я её начальник и мы коллеги». Бабушка Оля — первая мастерица Мурмуризма и по скорости вязания одна из первых в нашем бренде. Ищите свитер Future Milf от бабушки Оли на нашем сайте 🤍"".",1135,18,,"ОДЕЖДА, БАБУШКИ, ЛЮБОВЬ в Instagram : ""Бабушка Оля — бабушка креативного директора нашего бренда Лены 💗

Лена:
«Моя бабушка — моя большая любовь! 
Она очень деятельная, что иногда приходится заставлять её отдыхать.
Шитье и вязание для неё как медитация и когда она нервничает или не спит — садится вязать.
Пока я была студенткой, бабушка постоянно дарила мне веселенькие шапки и свитера. Было грустно носить их только дома. 
Теперь я сама придумываю дизайны своей бабуле и даже обучаю её новым фишкам в вязании. Теперь я её начальник и мы коллеги».

Бабушка Оля — первая мастерица Мурмуризма и по скорости вязания одна из первых в нашем бренде. 
Ищите свитер Future Milf от бабушки Оли на нашем сайте 🤍""",trending_or_other,partial,some_fields_missing,1175,,watch,no,2026-03-16T14:17:11.962Z
1.0,C7Yyj8misum,post,https://www.instagram.com/p/C7Yyj8misum/,p,Instagram,"Чистые линии, выверенный крой и молочный оттенок делают этот костюм универсальным решением в базовом гардеробе 🍨"".",623,20,,"DE SAISON в Instagram : ""Чистые линии, выверенный крой и молочный оттенок делают этот костюм универсальным решением в базовом гардеробе 🍨""",trending_or_other,partial,some_fields_missing,667,,watch,no,2026-03-16T14:17:11.716Z
1.0,C6bX-ZRCst-,post,https://www.instagram.com/p/C6bX-ZRCst-/,p,Instagram,"использовала (кроме терпения): @avedaartists_russia botanical repair strengthening leave-in treatment @sachajuan root lift (брала в @spadream_ru) @evofabpro_russia mister fantastic для стойкости и упругости завитка philip b. russian amber imperial insta-thick (брала на @lamodaru с промокодом GLOWEBLOW) @marianila.seneca styling spray расческа для корней @framarrussia I need to vent браш @termixstore.ru 28 mm гребень @air_inthehair фен @wau.rus футболка @rosi_moscow сережки не помню :)"".",37000,224,,"Эля в Instagram : ""использовала (кроме терпения): 
@avedaartists_russia botanical repair strengthening leave-in treatment 
@sachajuan root lift (брала в @spadream_ru)
@evofabpro_russia mister fantastic для стойкости и упругости завитка 
philip b. russian amber imperial insta-thick (брала на @lamodaru с промокодом GLOWEBLOW) 
@marianila.seneca styling spray 
расческа для корней @framarrussia I need to vent
браш @termixstore.ru 28 mm 
гребень @air_inthehair 
фен @wau.rus 

футболка @rosi_moscow 
сережки не помню :)""",trending_or_other,partial,some_fields_missing,37493,,watch,no,2026-03-16T14:17:12.323Z
1.0,C32RwkPMjoe,post,https://www.instagram.com/p/C32RwkPMjoe/,p,Instagram,"ПЕРЕЧЕНЬ ДОКУМЕНТОВ👇🏻 Формально список необходимых документов закреплён в приказе Министра обороны РФ от 22.11.2021 №700, однако точного перечня документов, подтверждающих выезд гражданина за пределы РФ и его пребывание там, не определён (прикрепляю выдержку из документа). Именно этот факт создавал трудности при снятии с воинского учёта: каждый военкомат требовал свой перечень, штампуя шаблонные отказы по заявлениям. Сегодня ситуация изменилась: теперь существует единая внутренняя инструкция для военных комиссариатов, которая содержит точный перечень документов, необходимых для снятия с воинского учёта. Инструкция эта официально нигде не опубликована, но я видел её своими глазами, а ещё её наличие подтверждает практика — теперь мы собираем документы по чёткому списку и зачастую нам удаётся снимать наших клиентов с воинского учёта без обжалования, а сразу — по факту подачи заявления. Итак, для снятия с воинского учёта я рекомендую предоставить в военкомат: 1. Справка о консульском учёте — обязательно. Неоднократно говорил и ранее, что это железобетонный документ, подтверждающий ваше пребывание за пределами РФ (похож на временную регистрацию здесь в стране) 2. Документ, подтверждающий вашу занятость за рубежом: рабочий контракт, справка об обучении в зарубежном университете/колледже/школе/на курсах дополнительного образования. 3. Документ, подтверждающий ваше проживание за рубежом: договор аренды жилого помещения / договор купли-продажи недвижимости. ❕Документы должны быть переведены и заверены 4. Заявление о снятии с воинского учёта, образец есть в закрытом канале (там же — помощь юриста в подготовке документов и заполнении заявлений) 5. Копии российского и загранпаспортов (для заграничного — обязательно со страницей, где есть штамп-отметка о выезде из РФ). Для тех, кто хочет делегировать процедуру снятия с учёта нашей команде: напишите в WhatsApp +7 916 707-23-86, по услуге вас проконсультирует моя помощница."".",7681,735,,"Помощь призывникам ⚖ Андрей Породзинский в Instagram : ""ПЕРЕЧЕНЬ ДОКУМЕНТОВ👇🏻

Формально список необходимых документов закреплён в приказе Министра обороны РФ от 22.11.2021 №700, однако точного перечня документов, подтверждающих выезд гражданина за пределы РФ и его пребывание там, не определён (прикрепляю выдержку из документа). Именно этот факт создавал трудности при снятии с воинского учёта: каждый военкомат требовал свой перечень, штампуя шаблонные отказы по заявлениям.

Сегодня ситуация изменилась: теперь существует единая внутренняя инструкция для военных комиссариатов, которая содержит точный перечень документов, необходимых для снятия с воинского учёта. Инструкция эта официально нигде не опубликована, но я видел её своими глазами, а ещё её наличие подтверждает практика — теперь мы собираем документы по чёткому списку и зачастую нам удаётся снимать наших клиентов с воинского учёта без обжалования, а сразу — по факту подачи заявления.

Итак, для снятия с воинского учёта я рекомендую предоставить в военкомат:
1. Справка о консульском учёте — обязательно. Неоднократно говорил и ранее, что это железобетонный документ, подтверждающий ваше пребывание за пределами РФ (похож на временную регистрацию здесь в стране)
2. Документ, подтверждающий вашу занятость за рубежом: рабочий контракт, справка об обучении в зарубежном университете/колледже/школе/на курсах дополнительного образования.
3. Документ, подтверждающий ваше проживание за рубежом: договор аренды жилого помещения / договор купли-продажи недвижимости.
❕Документы должны быть переведены и заверены
4. Заявление о снятии с воинского учёта, образец есть в закрытом канале (там же — помощь юриста в подготовке документов и заполнении заявлений)
5. Копии российского и загранпаспортов (для заграничного — обязательно со страницей, где есть штамп-отметка о выезде из РФ).

Для тех, кто хочет делегировать процедуру снятия с учёта нашей команде: напишите в WhatsApp +7 916 707-23-86, по услуге вас проконсультирует моя помощница.""",trending_or_other,partial,some_fields_missing,9298,,watch,no,2026-03-16T14:17:13.128Z
1.0,C6X3fSCvI6V,post,https://www.instagram.com/p/C6X3fSCvI6V/,p,Instagram,"Поиски самых крутых джинсов завершены. Каким-то невероятным образом мимоходом, я увидела их и примерив, не могла с вами не поделиться. В коллекции эта модель только появилась и ещё можно урвать все любой размер - на сайте они стали в наличии только в этот понедельник. И Бангкок богат на наполненность по ассортименту в каждом бренде, поэтому в оффлайн продаже эти джинсы уже есть. Посадка, цвет денима по выварке, ширина брючин - всё идеально. Без лишних слов - смотрите сами😉 #zara #fashion #fashionstyle #fashionblogger #shopping #shoppingonline #style #stylish #lookoftheday #jeans"".",16000,788,,"Julia Chepugacheva в Instagram : ""Поиски самых крутых джинсов завершены.

Каким-то невероятным образом мимоходом, я увидела их и примерив, не могла с вами не поделиться.

В коллекции эта модель только появилась и ещё можно урвать все любой размер - на сайте они стали в наличии только в этот понедельник. 

И Бангкок богат на наполненность по ассортименту в каждом бренде, поэтому в оффлайн продаже эти джинсы уже есть.

Посадка, цвет денима по выварке, ширина брючин - всё идеально.
Без лишних слов - смотрите сами😉

#zara #fashion #fashionstyle #fashionblogger #shopping #shoppingonline #style #stylish #lookoftheday #jeans""",trending_or_other,partial,some_fields_missing,17734,,watch,no,2026-03-16T14:17:13.158Z
1.0,C6IexM2Ni0H,post,https://www.instagram.com/p/C6IexM2Ni0H/,p,Instagram,"Про главную ошибку новичков я записала видео на своем YouTube - канале, ссылка на мой ютуб в шапке профиля💌 . #пинтерест #пинтерестнарусском #продвижениебизнеса #продвижение #продвижениебренда #продвижениевсоцсетях #блогинг #pinterest"".",7118,814,,"Маша про Пинтерест & многоканальность в Instagram : ""Про главную ошибку новичков я записала видео на своем YouTube - канале, ссылка на мой ютуб в шапке профиля💌 

.

#пинтерест #пинтерестнарусском #продвижениебизнеса #продвижение #продвижениебренда #продвижениевсоцсетях #блогинг #pinterest""",trending_or_other,partial,some_fields_missing,8909,,watch,no,2026-03-16T14:17:13.949Z
1.0,C5l0Lq4s2w6,post,https://www.instagram.com/p/C5l0Lq4s2w6/,p,Instagram,"Я - психолог Елена Яковлева и здесь про психологию . #психологонлайн #консультацияпсихолога #психологмосква"".",43000,81,,"Психолог Елена Яковлева в Instagram : ""Я - психолог Елена Яковлева и здесь  про психологию . 
#психологонлайн
#консультацияпсихолога
#психологмосква""",trending_or_other,partial,some_fields_missing,43178,,watch,no,2026-03-16T14:17:14.501Z
1.0,C3amwn2KhG6,post,https://www.instagram.com/p/C3amwn2KhG6/,p,Instagram,"Trying out new hairstyles"".",2000000,3550,,"Moritz Di Matteo в Instagram : ""Trying out new hairstyles""",trending_or_other,partial,some_fields_missing,2007810,,watch,yes,2026-03-16T14:17:14.674Z
1.0,C46cdVsPvW_,post,https://www.instagram.com/p/C46cdVsPvW_/,p,Instagram,"the best week💘✈️🍾💃✨🚴🥂 @betsyshortsleeve"".",235000,3464,,"Kat Shortsleeve в Instagram : ""the best week💘✈️🍾💃✨🚴🥂 @betsyshortsleeve""",trending_or_other,partial,some_fields_missing,242621,,watch,yes,2026-03-16T14:17:15.471Z
1.0,C5FxvgBoX56,post,https://www.instagram.com/p/C5FxvgBoX56/,p,Instagram,"@sosiskinaa как будто перманент сделала 🫢"".",44000,152,,"alina | санкт-петербург в Instagram : ""@sosiskinaa как будто перманент сделала 🫢""",trending_or_other,partial,some_fields_missing,44334,,watch,no,2026-03-16T14:17:15.911Z
1.0,C3qKSUoN3XL,post,https://www.instagram.com/p/C3qKSUoN3XL/,p,Instagram,"какую захотели прочитать?"".",33000,429,,"Фаризат/скорочтение/книги/алматы в Instagram : ""какую захотели прочитать?""",trending_or_other,partial,some_fields_missing,33944,,watch,no,2026-03-16T14:17:16.210Z
1.0,C4LU6I0oh_q,post,https://www.instagram.com/p/C4LU6I0oh_q/,p,Instagram,"14 вопросов, которые вас сблизят : 1. Что для тебя самое ценное в наших отношениях? 2. В какие моменты ты особенно сильно чувствуешь, что я тебя люблю? 3. Какой наш совместный день принёс тебе много радости? 4. Какие ценности на твой взгляд у нас совпадают, а какие нет? 5. Есть что-то , что тебе хотелось бы сделать вместе со мной, но мы ещё не делали? 6. Чему бы ты хотел(а) у меня научиться? 7. В сложные моменты жизни как тебя можно поддержать? 8. Какая твоя большая мечта? 9. Если бы можно было изменить в наших отношениях что-то одно, чтобы это было? 10. Какими тебе видятся наши отношения через десять лет? 11. Какие простые вещи приносят тебе радость? 12. Твой идеальный отпуск, какой он? 13. Что бы ты хотел(а) слышать от меня чаще? 14. Что ты любишь делать вместо со мной больше всего? Сохраняйте этот список и отправляйте тем, с кем хочется быть ближе! 🙌🏻 Подписывайтесь )) я Мила Бабич, психолог, придумала эти вопросы , потому что много работаю с парами и знаю, что помогает парам стать ближе. Ну и у меня ещё много интересных рилс , не только про отношения 😊"".",8778,103,,"Мила Бабич • ПСИХОЛОГ • Москва • онлайн в Instagram : ""14 вопросов, которые вас сблизят : 

1. Что для тебя самое ценное в наших отношениях?
2. В какие моменты ты особенно сильно чувствуешь, что я тебя люблю? 
3. Какой наш совместный день принёс тебе много радости? 
4. Какие ценности на твой взгляд у нас  совпадают, а какие нет? 
5. Есть что-то , что тебе хотелось бы сделать вместе со мной, но мы ещё не делали? 
6. Чему бы ты хотел(а) у меня научиться? 
7. В сложные моменты жизни как тебя можно поддержать? 
8. Какая твоя большая мечта? 
9. Если бы можно было изменить в наших отношениях что-то одно, чтобы это было? 
10. Какими тебе видятся наши отношения через десять лет?
11. Какие простые вещи приносят тебе радость? 
12. Твой идеальный отпуск, какой он? 
13. Что бы ты хотел(а) слышать от меня чаще? 
14. Что ты любишь делать вместо со мной больше всего? 

Сохраняйте этот список и отправляйте тем, с кем хочется быть ближе! 🙌🏻

Подписывайтесь )) я Мила Бабич, психолог, придумала  эти вопросы , потому что много работаю с парами и знаю, что помогает парам стать ближе. Ну и у меня  ещё много интересных рилс , не только про отношения 😊""",trending_or_other,partial,some_fields_missing,9005,,watch,no,2026-03-16T14:17:16.888Z
1.0,C3dPMN-ILMx,post,https://www.instagram.com/p/C3dPMN-ILMx/,p,Instagram,"Зачем? Пойти в честность с собой и узнать себя еще лучше @katelorina Сохрани, завари чай и удели 15 минут для рефлексии ✨🙏🏻 1. От какой привычки тебе нужно избавиться уже сегодня? 2. На что ты сливаешь свое время? 3. Какая одна мысль чаще всего заставляет тебя чувствовать плохо? 4. Как ты проявляешь любовь к себе? 5. Насколько часто ты не выбираешь себя? 6. Когда в последний раз ты отказалась от своей мечты? Что это было и почему? 7. Чему тебя научила последняя неприятная ситуация? 8. Чего ты хочешь на самом деле? 9. За что ты ругала себя в последний раз? 10. Ты можешь назвать себя своим самым близким другом? Удели себе время, найди ответы на эти вопросы и напиши 1-3 действия, которые ты сделаешь, после рефлексии ❤️✨ Подписывайся @katelorina и ищи в ленте еще пользу для своего состояния ✨"".",33000,72,,"Екатерина Румянцева — психолог Роскошных Женщин в Instagram : ""Зачем? Пойти в честность с собой и узнать себя еще лучше @katelorina 

Сохрани, завари чай и удели 15 минут для рефлексии ✨🙏🏻

1. От какой привычки тебе нужно избавиться уже сегодня? 

2. На что ты сливаешь свое время?

3. Какая одна мысль чаще всего заставляет тебя чувствовать плохо? 

4. Как ты проявляешь любовь к себе? 

5. Насколько часто ты не выбираешь себя?

6. Когда в последний раз ты отказалась от своей мечты? Что это было и почему? 

7. Чему тебя научила последняя неприятная ситуация? 

8. Чего ты хочешь на самом деле?

9. За что ты ругала себя в последний раз?

10. Ты можешь назвать себя своим самым близким другом?

Удели себе время, найди ответы на эти вопросы и напиши 1-3 действия, которые ты сделаешь, после рефлексии ❤️✨

Подписывайся @katelorina и ищи в ленте еще пользу для своего состояния ✨""",trending_or_other,partial,some_fields_missing,33158,,watch,no,2026-03-16T14:17:17.142Z
1.0,C3hED8UIJws,post,https://www.instagram.com/p/C3hED8UIJws/,p,Instagram,"Какой лайфхак понравился больше всего? Поделитесь отзывом, кто уже пользовался моими лайфхаками ранее🥰"".",493000,857,,"Алия Орман в Instagram : ""Какой лайфхак понравился больше всего?

Поделитесь отзывом, кто уже пользовался моими лайфхаками ранее🥰""",trending_or_other,partial,some_fields_missing,494885,,watch,yes,2026-03-16T14:17:17.744Z
1.0,C3FDKo-g0bq,post,https://www.instagram.com/p/C3FDKo-g0bq/,p,Instagram,"про цветокоррекцию без лишних слов ↓ ↓ ↓ все свои видео и видео для клиентов я монтирую, сохраняю и провожу цветокоррекцию исключительно в CapCut. раньше очень любила приложение VN и никак не удавалось перейти на что-то другое, но стала замечать, что оно портить качество видео, в каких параметрах бы я не сохраняла его. поэтому искренняя моя рекомендация - CapCut >>> 1. Параметры при сохранении видео: разрешение - 2к/4к, частота кадров - 60, битрейт - высокий, smart HDR - выключен (ОБЯЗАТЕЛЬНО) про настройки видео ходят куча разных мнений, кто-то говорит, что надо сохранять исключительно 1080/60, потому что это размер допустимый в инсте, но советую вам пробовать и сравнивать. на своем опыте скажу, что выставление самых высоких параметров позволяет видео в инстаграм ужиматься до нужных параметров, сохраняя высокое качество. 2. переходим в раздел фильтры и выбираем вкладку «фильмы» – «зелено-оранжевый», ставим ползунок на 40-60 (как вам нравится). это тот самый фильтр, после которого меня спрашивают: «это снято на камеру?» 3. заходим в раздел «настроить» и регулируем следующие параметры: * яркость - зависит от исходного видео, я стараюсь сильно не уводить в плюс или минус, корректирую совсем немного от -10 до +10 * контраст - увожу примерно на -10, потому что ранее добавленный фильтр достаточно сильно затемняет тени. * насыщенность +5 * резкость +40 (обратите внимание, добавляем резкость именно в CapCut, а не в телефоне - разница существенная) * температура +5 ВАЖНО: качество видео зависит еще и от интернет соединения в момент загрузки! Загружайте при стабильном интернете, а лучше еще и на вай фае с хорошим подключением! был ли пост полезен? если да, буду рада вашей обратной связи в комментариях🪄✨"".",95000,427,,"Ekaterina Kondrat’eva | fashion & lifestyle influencer | UGC в Instagram : ""про цветокоррекцию без лишних слов ↓ ↓ ↓

все свои видео и видео для клиентов я монтирую, сохраняю и провожу цветокоррекцию исключительно в CapCut.

раньше очень любила приложение VN и никак не удавалось перейти на что-то другое, но стала замечать, что оно портить качество видео, в каких параметрах бы я не сохраняла его.

поэтому искренняя моя рекомендация - CapCut >>>

1. Параметры при сохранении видео:
разрешение - 2к/4к, 
частота кадров - 60,
битрейт - высокий,
smart HDR - выключен (ОБЯЗАТЕЛЬНО) 

про настройки видео ходят куча разных мнений, кто-то говорит, что надо сохранять исключительно 1080/60, потому что это размер допустимый в инсте, но советую вам пробовать и сравнивать.

на своем опыте скажу, что выставление самых высоких параметров позволяет видео в инстаграм ужиматься до нужных параметров, сохраняя высокое качество.

2. переходим в раздел фильтры и выбираем вкладку «фильмы» – «зелено-оранжевый», ставим ползунок на 40-60 (как вам нравится). это тот самый фильтр, после которого меня спрашивают: «это снято на камеру?»

3. заходим в раздел «настроить» и регулируем следующие параметры:
* яркость - зависит от исходного видео, я стараюсь сильно не уводить в плюс или минус, корректирую совсем немного
от -10 до +10
* контраст - увожу примерно на -10, потому что ранее добавленный фильтр достаточно сильно затемняет тени.
* насыщенность +5
* резкость +40 (обратите внимание, добавляем резкость именно в CapCut, а не в телефоне - разница существенная)
* температура +5

ВАЖНО: качество видео зависит еще и от интернет соединения в момент загрузки! Загружайте при стабильном интернете, а лучше еще и на вай фае с хорошим подключением!

был ли пост полезен?
если да, буду рада вашей обратной связи в комментариях🪄✨""",trending_or_other,partial,some_fields_missing,95939,,watch,yes,2026-03-16T14:17:18.251Z
1.0,C24qfCALHp8,post,https://www.instagram.com/p/C24qfCALHp8/,p,Instagram,"Новый вирусный 3-3-3 челлендж😍 #333challenge Или еще один метод создания капсул❤️ Отлично подойдет для планирования образов на определенный период, особенно удобно для коротких поездок/путешествий Попробуйте применить такой метод составляя капсулы для разного образа жизни из абсолютно разных позиций на вкус и цвет👍🏻 #стилист #стилистобучение #стилистонлайн #stylist #капсулагардероба #capsulewardrobe #styleblogger #styleinspiration #stylefashion #styleinspo #styleoftheday #fashionstyle #fashionblogger"".",32000,274,,"ТАТЬЯНА ПАК | СТИЛИСТ | ОБУЧЕНИЕ в Instagram : ""Новый вирусный 3-3-3 челлендж😍
#333challenge 

Или еще один метод создания капсул❤️
Отлично подойдет для планирования образов на определенный период, особенно удобно для коротких поездок/путешествий

Попробуйте применить такой метод составляя капсулы для разного образа жизни из абсолютно разных позиций на вкус и цвет👍🏻

#стилист #стилистобучение #стилистонлайн #stylist #капсулагардероба #capsulewardrobe #styleblogger #styleinspiration #stylefashion #styleinspo #styleoftheday #fashionstyle #fashionblogger""",trending_or_other,partial,some_fields_missing,32603,,watch,no,2026-03-16T14:17:18.636Z
1.0,C3AQMRcos2v,post,https://www.instagram.com/p/C3AQMRcos2v/,p,Instagram,"как создать такой журнал? - соберите все, что он любит в одном месте, найдите рекламу любимых брендов, напишите статью про любимый фильм/актера/еду/занятие - сделайте коллажи с детскими фотографиями и современными фотографиями - вставьте ваши фотографии - напишите вступительное слово редактора, заключение, соберите разные интервью у людей, которые ему/ей дороги - собрать можно в любом графическом редакторе (Figma, Canva, Bazart) и распечатать в Периодике @periodicapress, этот журнал я печатала через этот сервис печати фото-книг не забудь сохранить, чтобы не потерять и подписывайся @sophiyka.v здесь я создаю книги, обустраиваю pinterest квартиру, изучаю режиссуру и снимаю распакоуки 🪄👀"".",90000,333,,"☽ Соня / lifestyle influencer & ugc creator в Instagram : ""как создать такой журнал?

- соберите все, что он любит в одном месте, найдите рекламу любимых брендов, напишите статью про любимый фильм/актера/еду/занятие

- сделайте коллажи с детскими фотографиями и современными фотографиями 

- вставьте ваши фотографии

- напишите вступительное слово редактора, заключение, соберите разные интервью у людей, которые ему/ей дороги

- собрать можно в любом графическом редакторе (Figma, Canva, Bazart) и распечатать в Периодике @periodicapress, этот журнал я печатала через этот сервис печати фото-книг

не забудь сохранить, чтобы не потерять и подписывайся @sophiyka.v здесь я создаю книги, обустраиваю pinterest квартиру, изучаю режиссуру и снимаю распакоуки 🪄👀""",trending_or_other,partial,some_fields_missing,90733,,watch,no,2026-03-16T14:17:19.311Z
1.0,C25cJ9ErDLF,post,https://www.instagram.com/p/C25cJ9ErDLF/,p,Instagram,"Матовыми очень стойкими помадами уже никого не удивишь, а вот как работает глянцевая я не понимаю !! К тому же, помада продержалась весь вечер! Пережила все напитки и еду 😨 в еще она не сушит!! Кажется это идеал 🫠"".",144000,766,,"Elizaveta Vekshtein в Instagram : ""Матовыми очень стойкими помадами уже никого не удивишь, а вот как работает глянцевая я не понимаю !! К тому же, помада продержалась весь вечер! Пережила все напитки и еду 😨 в еще она не сушит!! Кажется это идеал 🫠""",trending_or_other,partial,some_fields_missing,145685,,watch,yes,2026-03-16T14:17:20.089Z
1.0,C0jQdS-tmtB,post,https://www.instagram.com/p/C0jQdS-tmtB/,p,Instagram,"капсулу на осень/зиму смотри в профиле @valitova.k ✨ я через 3 дня переезжаю на море, поэтому начала готовить гардероб заранее, на видео конечно не вся одежда, которую я беру с собой.. но не будем путать переезд с 10-дневным отпуском) кстати, интересно, сколько вещей в отпуск берете вы? пишите в комментариях ⬇️ я из 8 вещей: хлопковый комплект(бюст и трусики), 2 топа, 2 низа, 2 рубашки, собрала образов минимум на две недели. так что в поездки всегда советую оставлять образы заранее и брать вещи, которые дружат друг с другом) все поместится даже в ручную кладь и останется место для фруктов на обратную дорогу) все вещи отмечу в хайлайте «где купила» @valitova.k 🤍 подписывайся, я делюсь стильными находками, лайфхаками блоггеров и совсем скоро переезжаю заграницу!"".",16000,450,,"Карина | стилист, фотограф, ugc-креатор пхукет в Instagram : ""капсулу на осень/зиму смотри в профиле @valitova.k ✨

я через 3 дня переезжаю на море, поэтому начала готовить гардероб заранее, на видео конечно не вся одежда, которую я беру с собой.. но не будем путать переезд с 10-дневным отпуском)

кстати, интересно, сколько вещей в отпуск берете вы? пишите в комментариях ⬇️

я из 8 вещей: хлопковый комплект(бюст и трусики), 2 топа, 2 низа, 2 рубашки, собрала образов минимум на две недели. так что в поездки всегда советую оставлять образы заранее и брать вещи, которые дружат друг с другом) все поместится даже в ручную кладь и останется место для фруктов на обратную дорогу)

все вещи отмечу в хайлайте «где купила» @valitova.k 🤍 подписывайся, я делюсь стильными находками, лайфхаками блоггеров и совсем скоро переезжаю заграницу!""",trending_or_other,partial,some_fields_missing,16990,,watch,no,2026-03-16T14:17:20.676Z
1.0,C1K7gVbsHwh,post,https://www.instagram.com/p/C1K7gVbsHwh/,p,Instagram,"✨🪐🌙 Song: Luminary by @joelsvnny"".",1000000,1985,,"Tarek Saydé в Instagram : ""✨🪐🌙

Song: Luminary by @joelsvnny""",trending_or_other,partial,some_fields_missing,1004367,,watch,yes,2026-03-16T14:17:20.998Z
1.0,C1kLa3OqJhQ,post,https://www.instagram.com/p/C1kLa3OqJhQ/,p,Instagram,"Год в пикселях – один из любимых разворотов в моем ежедневнике✨️ Он классно выглядит. Можно выбрать любые цвета и любое оформление. Его интересно пересматривать в конце года. И самое главное – закрашивая новый квадратик, я анализирую прошедший день ❗️Подробный туториал на трекер смотри в актуальном «туториал» #саморазвитие #ежедневник #меняюжизнь"".",139000,520,,"Алла Кастелл | писательница в Instagram : ""Год в пикселях – один из любимых разворотов в моем ежедневнике✨️

Он классно выглядит. Можно выбрать любые цвета и любое оформление. Его интересно пересматривать в конце года.

И самое главное – закрашивая новый квадратик, я анализирую прошедший день

❗️Подробный туториал на трекер смотри в актуальном «туториал»

#саморазвитие #ежедневник #меняюжизнь""",trending_or_other,partial,some_fields_missing,140144,,watch,yes,2026-03-16T14:17:21.926Z
1.0,C1z-crdrxLG,post,https://www.instagram.com/p/C1z-crdrxLG/,p,Instagram,"Isn’t this the coolest design I ever made? 🥹 Never thought I will be a creative embroidery artist someday and inspire/teach others to create needle art with my (mostly beginner friendly) patterns and tutorials 🥹 #tulleembroidery #flowerembroidery #adhdhobby #adhdartist #denimembroidery #upcyclingfashion #diyjeans #modernembroidery #needleart #stitchersgonnastitch #needlework #craftideas #diyclothes #upcycled #fashionembroidery #stiching #stickenistmeinyoga #creativemeditation #crafttherapy #smallbusinesswomen #womensupportingwomen"".",2000000,4048,,"GetStitchDone в Instagram : ""Isn’t this the coolest design I ever made? 🥹

Never thought I will be a creative embroidery artist someday and inspire/teach others to create needle art with my (mostly beginner friendly) patterns and tutorials 🥹 

#tulleembroidery #flowerembroidery #adhdhobby #adhdartist #denimembroidery #upcyclingfashion #diyjeans #modernembroidery #needleart #stitchersgonnastitch #needlework #craftideas #diyclothes #upcycled #fashionembroidery #stiching #stickenistmeinyoga #creativemeditation #crafttherapy #smallbusinesswomen #womensupportingwomen""",trending_or_other,partial,some_fields_missing,2008906,,watch,yes,2026-03-16T14:17:22.516Z
1.0,C1fCtYvRWXB,post,https://www.instagram.com/p/C1fCtYvRWXB/,p,Instagram,"doing these little tattoos makes me so happy 😇"".",627000,410,,"Sam’s Tattoos в Instagram : ""doing these little tattoos makes me so happy 😇""",trending_or_other,partial,some_fields_missing,627902,,watch,yes,2026-03-16T14:17:23.100Z
1.0,C0v0Z8WitcQ,post,https://www.instagram.com/p/C0v0Z8WitcQ/,p,Instagram,"новогодний вайб подъехал ! @sayyesbaby.ru кимоно распродано"".",113000,402,,"SAYYESBABY в Instagram : ""новогодний вайб подъехал ! @sayyesbaby.ru

кимоно распродано""",trending_or_other,partial,some_fields_missing,113884,,watch,yes,2026-03-16T14:17:23.880Z
1.0,C0uQJnkvyGW,post,https://www.instagram.com/p/C0uQJnkvyGW/,p,Instagram,,1000000,840,,Brooke Monk в Instagram ,trending_or_other,partial,some_fields_missing,1001848,,watch,yes,2026-03-16T14:17:24.372Z
1.0,C0enMY2uAv7,post,https://www.instagram.com/p/C0enMY2uAv7/,p,Instagram,"🧝🏼‍♀️⚔️🌙🖤"".",2000000,8048,,"Uma | Engagement Rings в Instagram : ""🧝🏼‍♀️⚔️🌙🖤""",trending_or_other,partial,some_fields_missing,2017706,,watch,yes,2026-03-16T14:17:24.580Z
